1	17517	273	2.351e+15	2351000000000000
2	17517	300	2.808e+15	5159000000000000
3	17492	53	2.525e+15	7684000000000000
4	17492	93	2.219e+15	9903000000000000
5	17204	148	1.363e+15	11266000000000000
6	17204	171	1.112e+15	12378000000000000
7	17204	200	1.104e+15	13482000000000000
8	17070	21	8.001e+14	14282100000000000
9	17070	85	1.359e+15	15641100000000000
10	17070	108	1.261e+15	16902100000000000
11	17070	111	1.209e+15	18111100000000000
12	17070	119	1.464e+15	19575100000000000
13	17070	177	1.512e+15	21087100000000000
14	17070	185	1.364e+15	22451100000000000
15	17070	220	1.714e+15	24165100000000000
16	17352	3	1.481e+15	25646100000000000
17	17352	42	1.532e+15	27178100000000000
18	17352	54	1.391e+15	28569100000000000
19	17352	82	1.774e+15	30343100000000000
20	17352	110	1.732e+15	32075100000000000
21	17352	123	1.634e+15	33709100000000000
22	17352	146	1.437e+15	35146100000000000
23	17352	148	1.24e+15	36386100000000000
24	17352	235	1.427e+15	37813100000000000
25	17352	277	1.236e+15	39049100000000000
26	17434	2	1.676e+15	40725100000000000
27	17434	13	1.526e+15	42251100000000000
28	17434	14	1.332e+15	43583100000000000
29	17434	18	1.434e+15	45017100000000000
30	17434	32	1.474e+15	46491100000000000
31	17434	37	1.96e+15	48451100000000000
32	17434	38	1.765e+15	50216100000000000
33	17434	41	1.577e+15	51793100000000000
34	17434	47	1.375e+15	53168100000000000
35	17434	57	1.665e+15	54833100000000000
36	17150	0	1.36e+15	56193100000000000
37	17150	12	1.716e+15	57909100000000000
38	17150	16	1.458e+15	59367100000000000
39	17150	21	1.405e+15	60772100000000000
40	17150	40	1.257e+15	62029100000000000
41	17150	44	1.96e+15	63989100000000000
42	17150	45	1.61e+15	65599100000000000
43	17150	51	1.299e+15	66898100000000000
44	17150	52	1.31e+15	68208100000000000
45	17150	56	1.557e+15	69765100000000000
46	17514	18	2.775e+15	72540100000000000
47	17514	32	1.866e+15	74406100000000000
48	17514	33	2.074e+15	76480100000000000
49	17514	74	2.096e+15	78576100000000000
50	17514	92	1.76e+15	80336100000000000
51	17514	95	2.974e+15	83310100000000000
52	17514	98	2.005e+15	85315100000000000
53	17352	38	1.283e+15	86598100000000000
54	17352	80	8.225e+14	87420600000000000
55	17352	93	1.378e+15	88798600000000000
56	17352	104	1.331e+15	90129600000000000
57	17352	119	1.78e+15	91909600000000000
58	17352	124	1.283e+15	93192600000000000
59	17352	154	1.787e+15	94979600000000000
60	17352	193	1.59e+15	96569600000000000
61	17352	226	1.777e+15	98346600000000000
62	17517	23	2.276e+15	100622600000000000
63	17517	35	2.349e+15	102971600000000000
64	17517	38	1.87e+15	104841600000000000
65	17517	53	2.469e+15	107310600000000000
66	17517	58	2.328e+15	109638600000000000
67	17517	193	2.967e+15	112605600000000000
68	17517	272	2.259e+15	114864600000000000
69	17517	20	2.82e+15	117684600000000000
70	17517	215	1.549e+15	119233600000000000
71	17517	229	2.055e+15	121288600000000000
72	17517	256	1.542e+15	122830600000000000
73	17517	271	2.438e+15	125268600000000000
74	17517	287	3.172e+15	128440600000000000
75	17517	314	3.494e+15	131934600000000000
76	17125	0	1.558e+15	133492600000000000
77	17125	3	1.662e+15	135154600000000000
78	17125	17	1.363e+15	136517600000000000
79	17125	24	1.309e+15	137826600000000000
80	17125	47	1.46e+15	139286600000000000
81	17125	67	1.259e+15	140545600000000000
82	17125	80	1.313e+15	141858600000000000
83	17125	96	1.461e+15	143319600000000000
84	17125	103	1.508e+15	144827600000000000
85	17125	106	1.711e+15	146538600000000000
86	17408	2	1.183e+15	147721600000000000
87	17408	14	1.085e+15	148806600000000000
88	17408	25	1.874e+15	150680600000000000
89	17408	30	1.378e+15	152058600000000000
90	17408	32	1.722e+15	153780600000000000
91	17408	39	1.134e+15	154914600000000000
92	17408	44	1.424e+15	156338600000000000
93	17408	46	1.328e+15	157666600000000000
94	17408	47	1.624e+15	159290600000000000
95	17408	75	1.624e+15	160914600000000000
96	17408	5	1.67e+15	162584600000000000
97	17408	12	1.671e+15	164255600000000000
98	17408	21	1.477e+15	165732600000000000
99	17408	35	1.579e+15	167311600000000000
100	17408	49	1.331e+15	168642600000000000
101	17408	58	1.525e+15	170167600000000000
102	17408	60	1.675e+15	171842600000000000
103	17408	63	1.622e+15	173464600000000000
104	17408	69	1.775e+15	175239600000000000
105	17408	87	1.67e+15	176909600000000000
106	17517	32	1.424e+15	178333600000000000
107	17517	49	2.07e+15	180403600000000000
108	17517	60	2.63e+15	183033600000000000
109	17517	77	2.061e+15	185094600000000000
110	17517	80	2.722e+15	187816600000000000
111	17517	244	2.35e+15	190166600000000000
112	17517	299	2.668e+15	192834600000000000
113	17517	307	2.257e+15	195091600000000000
114	17434	4	1.43e+15	196521600000000000
115	17434	9	1.778e+15	198299600000000000
116	17434	20	1.725e+15	200024600000000000
117	17434	28	1.768e+15	201792600000000000
118	17434	30	1.282e+15	203074600000000000
119	17434	36	1.476e+15	204550600000000000
120	17434	42	1.526e+15	206076600000000000
121	17434	45	1.766e+15	207842600000000000
122	17434	56	1.472e+15	209314600000000000
123	17434	59	1.464e+15	210778600000000000
124	17409	15	1.724e+15	212502600000000000
125	17409	25	1.971e+15	214473600000000000
126	17409	27	1.776e+15	216249600000000000
127	17409	28	1.527e+15	217776600000000000
128	17409	33	1.625e+15	219401600000000000
129	17409	47	1.869e+15	221270600000000000
130	17409	54	1.477e+15	222747600000000000
131	17409	77	1.677e+15	224424600000000000
132	17409	80	1.477e+15	225901600000000000
133	17409	91	1.228e+15	227129600000000000
134	17492	0	2.079e+15	229208600000000000
135	17492	4	3.312e+15	232520600000000000
136	17492	24	2.857e+15	235377600000000000
137	17492	58	3.203e+15	238580600000000000
138	17492	74	2.218e+15	240798600000000000
139	17492	85	1.133e+15	241931600000000000
140	17492	106	2.462e+15	244393600000000000
141	17492	109	2.667e+15	247060600000000000
142	17352	17	2.173e+15	249233600000000000
143	17352	21	1.433e+15	250666600000000000
144	17352	79	1.531e+15	252197600000000000
145	17352	84	1.235e+15	253432600000000000
146	17352	115	1.188e+15	254620600000000000
147	17352	120	1.436e+15	256056600000000000
148	17352	145	1.581e+15	257637600000000000
149	17352	175	1.627e+15	259264600000000000
150	17352	186	1.335e+15	260599600000000000
151	17352	216	1.73e+15	262329600000000000
152	17492	25	2.48e+15	264809600000000000
153	17492	51	2.664e+15	267473600000000000
154	17492	96	2.957e+15	270430600000000000
155	17517	285	2.088e+15	272518600000000000
156	17517	308	2.479e+15	274997600000000000
157	17514	101	2.013e+15	277010600000000000
158	17544	25	1.749e+15	278759600000000000
159	17544	34	2.848e+15	281607600000000000
160	17408	24	1.279e+15	282886600000000000
161	17408	31	1.624e+15	284510600000000000
162	17408	33	1.329e+15	285839600000000000
163	17408	50	1.377e+15	287216600000000000
164	17408	52	1.375e+15	288591600000000000
165	17408	62	1.234e+15	289825600000000000
166	17408	64	1.382e+15	291207600000000000
167	17408	66	1.676e+15	292883600000000000
168	17408	74	1.868e+15	294751600000000000
169	17408	76	1.769e+15	296520600000000000
170	17517	6	3.283e+15	299803600000000000
171	17517	8	2.429e+15	302232600000000000
172	17517	82	2.665e+15	304897600000000000
173	17517	150	6.935e+14	305591100000000000
174	17517	197	2.159e+15	307750100000000000
175	17517	220	2.355e+15	310105100000000000
176	17517	275	1.945e+15	312050100000000000
177	17517	282	2.125e+15	314175100000000000
178	17517	292	2.163e+15	316338100000000000
179	17352	8	1.721e+15	318059100000000000
180	17352	65	1.882e+15	319941100000000000
181	17352	72	1.286e+15	321227100000000000
182	17352	78	1.529e+15	322756100000000000
183	17352	81	1.62e+15	324376100000000000
184	17352	189	1.379e+15	325755100000000000
185	17352	221	1.83e+15	327585100000000000
186	17352	286	1.583e+15	329168100000000000
187	17352	318	1.188e+15	330356100000000000
188	17451	30	3.387e+15	333743100000000000
189	17451	55	2.648e+15	336391100000000000
190	17451	72	2.988e+15	339379100000000000
191	17451	80	2.57e+15	341949100000000000
192	17451	85	2.716e+15	344665100000000000
193	17451	136	1.932e+15	346597100000000000
194	17451	150	2.62e+15	349217100000000000
195	17451	163	2.423e+15	351640100000000000
196	17451	227	2.168e+15	353808100000000000
197	17491	10	2.822e+15	356630100000000000
198	17491	19	2.95e+15	359580100000000000
199	17491	22	2.519e+15	362099100000000000
200	17491	29	2.718e+15	364817100000000000
201	17491	30	2.275e+15	367092100000000000
202	17491	32	2.583e+15	369675100000000000
203	17491	36	2.875e+15	372550100000000000
204	17491	41	2.27e+15	374820100000000000
205	17517	5	3.024e+15	377844100000000000
206	17517	61	2.475e+15	380319100000000000
207	17517	169	2.265e+15	382584100000000000
208	17324	1	6.993e+14	383283400000000000
209	17324	20	1.628e+15	384911400000000000
210	17324	22	1.617e+15	386528400000000000
211	17324	29	1.372e+15	387900400000000000
212	17324	35	1.322e+15	389222400000000000
213	17324	47	1.889e+15	391111400000000000
214	17324	81	1.383e+15	392494400000000000
215	17324	105	1.581e+15	394075400000000000
216	17324	112	1.482e+15	395557400000000000
217	17514	9	2.723e+15	398280400000000000
218	17514	30	2.826e+15	401106400000000000
219	17098	30	1.574e+15	402680400000000000
220	17098	44	1.062e+15	403742400000000000
221	17098	46	1.772e+15	405514400000000000
222	17098	56	1.368e+15	406882400000000000
223	17098	81	1.214e+15	408096400000000000
224	17098	105	1.722e+15	409818400000000000
225	17098	126	1.212e+15	411030400000000000
226	17098	128	1.569e+15	412599400000000000
227	17098	130	1.512e+15	414111400000000000
228	17098	139	1.314e+15	415425400000000000
