1	17269	19	0	0
2	17269	32	0	0
3	17269	42	0	0
4	17327	70	0	0
5	17327	74	0	0
6	17327	76	0	0
7	17327	78	0	0
8	17327	89	0	0
9	17327	124	0	0
10	17482	167	0	0
11	17482	200	0	0
12	17482	210	0	0
13	17482	215	0	0
14	17482	216	0	0
15	17547	0	0	0
16	17547	3	0	0
17	16951	117	0	0
18	16951	119	0	0
19	17044	37	1.659e+15	1659000000000000
20	17458	108	4.833e+13	1707330000000000
21	17458	158	0	1707330000000000
22	17458	166	0	1707330000000000
23	17458	169	0	1707330000000000
24	17206	120	0	1707330000000000
25	17316	57	9.951e+13	1806840000000000
26	17316	58	0	1806840000000000
27	17316	105	0	1806840000000000
28	17205	148	0	1806840000000000
29	17316	19	0	1806840000000000
30	17316	112	0	1806840000000000
31	17316	113	0	1806840000000000
32	17287	140	0	1806840000000000
33	17287	153	0	1806840000000000
34	17287	158	0	1806840000000000
35	17152	67	0	1806840000000000
36	17152	68	0	1806840000000000
37	17152	73	0	1806840000000000
38	17152	77	0	1806840000000000
39	17152	90	0	1806840000000000
40	17152	103	0	1806840000000000
41	17152	107	0	1806840000000000
42	17152	111	0	1806840000000000
43	17152	129	0	1806840000000000
44	16891	117	0	1806840000000000
45	16891	162	0	1806840000000000
46	16891	167	0	1806840000000000
47	17169	9	0	1806840000000000
48	17169	42	0	1806840000000000
49	17169	52	0	1806840000000000
50	17169	56	0	1806840000000000
51	17242	12	0	1806840000000000
52	17242	16	0	1806840000000000
53	17242	17	0	1806840000000000
54	17242	22	0	1806840000000000
55	17242	28	0	1806840000000000
56	17242	38	0	1806840000000000
57	17242	42	0	1806840000000000
58	17242	52	0	1806840000000000
59	17242	75	0	1806840000000000
60	17242	81	0	1806840000000000
61	17552	7	4.924e+13	1856080000000000
62	17237	119	0	1856080000000000
63	17349	45	0	1856080000000000
64	16888	147	0	1856080000000000
65	16978	197	1.346e+15	3202080000000000
66	17400	77	1.534e+15	4736080000000000
67	16978	3	1.937e+15	6673080000000000
68	16978	91	1.587e+15	8260080000000000
69	16978	120	1.447e+15	9707080000000000
70	16978	127	1.342e+15	11049080000000000
71	16978	174	1.443e+15	12492080000000000
72	16978	219	1.689e+15	14181080000000000
73	16978	231	1.693e+15	15874080000000000
74	16978	259	1.35e+15	17224080000000000
75	16978	385	1.403e+15	18627080000000000
76	16978	413	1.346e+15	19973080000000000
77	17013	6	0	19973080000000000
78	17013	9	0	19973080000000000
79	17013	15	0	19973080000000000
80	17013	17	0	19973080000000000
81	17013	24	0	19973080000000000
82	17013	37	0	19973080000000000
83	17013	39	0	19973080000000000
84	17013	41	0	19973080000000000
85	17013	58	0	19973080000000000
86	17013	59	0	19973080000000000
87	16994	227	8.821e+14	20855180000000000
88	17023	94	0	20855180000000000
89	17023	153	0	20855180000000000
90	17023	192	0	20855180000000000
91	17023	195	0	20855180000000000
92	17023	218	0	20855180000000000
93	17240	390	0	20855180000000000
94	17240	411	0	20855180000000000
95	17240	412	0	20855180000000000
96	17240	441	0	20855180000000000
97	17240	448	0	20855180000000000
98	17240	494	0	20855180000000000
99	17398	51	0	20855180000000000
100	17398	195	0	20855180000000000
101	17398	197	0	20855180000000000
102	17398	204	0	20855180000000000
103	17164	8	0	20855180000000000
104	17164	81	0	20855180000000000
105	17164	106	0	20855180000000000
106	17328	43	0	20855180000000000
107	17328	52	0	20855180000000000
108	16965	291	0	20855180000000000
109	16965	306	0	20855180000000000
110	16976	74	0	20855180000000000
111	16976	76	0	20855180000000000
112	17005	206	0	20855180000000000
113	17005	208	0	20855180000000000
114	17005	241	0	20855180000000000
115	17005	256	0	20855180000000000
116	17005	275	0	20855180000000000
117	16979	70	4.997e+13	20905150000000000
118	17206	113	1.592e+15	22497150000000000
119	17459	3	0	22497150000000000
120	16935	24	0	22497150000000000
121	16935	32	0	22497150000000000
122	16919	341	1.577e+15	24074150000000000
123	17076	0	0	24074150000000000
124	17076	1	0	24074150000000000
125	17076	2	0	24074150000000000
126	17076	8	9.999e+13	24174140000000000
127	16919	103	0	24174140000000000
128	17489	123	2.232e+15	26406140000000000
129	17413	109	1.326e+15	27732140000000000
130	17541	0	0	27732140000000000
131	17541	49	0	27732140000000000
132	17039	30	1.232e+15	28964140000000000
133	17168	67	0	28964140000000000
134	17168	93	0	28964140000000000
